id,name,brand,calories,fat,carbs,protein,source
3147,"Pizza Calabrese",Donatello,233,8.8,25.2,12.7,fatsecret
3148,"Karmel z Solonym Masłem","Duc De Coeur",421,13.9,73.1,0.9,fatsecret
3149,Macarons,"Duc De Coeur",459,23.1,52.8,8.1,fatsecret
3150,"Carre de L'est","Duc De Coeur",319,27.0,1.0,18.0,fatsecret
3151,"Quiche Lorraine","Duc De Coeur",252,15.4,20.3,7.5,fatsecret
3152,"Salmon Quiche","Duc De Coeur",201,10.1,19.1,7.5,fatsecret
3153,"Creme Brulee","Duc De Coeur",231,14.7,20.4,4.3,fatsecret
3154,"Sos Pomidorowy ","Duc De Coeur",50,1.5,7.0,1.4,fatsecret
3155,"Krem Mleczny","Duc De Coeur",310,13.0,41.0,6.0,fatsecret
3156,"Tarta z Ciasta Francuskiego z Nadzieniem Śmietanowo-Serowym z Porem","Duc De Coeur",207,11.0,21.4,4.5,fatsecret
3157,Camembert,"Duc De Coeur",269,21.0,1.0,19.0,fatsecret
3158,"Pasta z Suszonych Pomidorów","Duc De Coeur",364,34.8,7.9,2.5,fatsecret
3159,"Ziołowa Pasta z Bazylią","Duc De Coeur",292,29.0,2.7,2.2,fatsecret
3160,Ratatouille,"Duc De Coeur",43,1.0,6.3,1.3,fatsecret
3161,Palmiers,"Duc De Coeur",523,28.2,60.0,6.3,fatsecret
3162,"Pommes Noisettes","Duc De Coeur",171,5.5,26.5,2.5,fatsecret
3163,"Creme Caramel","Duc De Coeur",280,12.3,33.9,4.0,fatsecret
3164,"Musztarda Dijon","Duc De Coeur",160,12.0,3.2,7.2,fatsecret
3165,"Puff Pastry Pies With Vegetables And Salmon","Duc De Coeur",274,15.1,27.0,6.8,fatsecret
3166,"Macaron Flavour Ripple Ice Cream","Duc De Coeur",197,7.9,29.0,2.2,fatsecret
3167,Profiteroles,"Duc De Coeur",288,11.3,39.8,3.9,fatsecret
3168,"Green Beans","Duc De Coeur",31,0.5,3.1,1.9,fatsecret
3169,"La Brique Ser Miękki Dojrzewający","Duc De Coeur",311,27.0,0.5,17.0,fatsecret
3170,"Tarta z Nadzieniem z Krewetkami i Warzywami","Duc De Coeur",187,9.1,19.3,6.3,fatsecret
3171,"Chocolate Sponge Cakes","Duc De Coeur",383,23.1,36.2,6.0,fatsecret
3172,"Potato Chips with Mustard Flavour","Duc De Coeur",540,34.0,50.5,6.0,fatsecret
3173,"Goat's Cheese","Duc De Coeur",288,23.0,1.1,19.0,fatsecret
3174,"Figowy Mus do Smarowania","Duc De Coeur",208,0.5,48.0,0.9,fatsecret
3175,"Cheese Filled Pastry Rolls","Duc De Coeur",266,14.8,27.4,5.0,fatsecret
3176,"Pizza Pocket Champignons & Truffle","Duc De Coeur",261,9.7,28.8,12.0,fatsecret
3177,"Rolada z Sera Koziego","Duc De Coeur",338,32.6,2.4,7.8,fatsecret
3178,"Musztarda Rotisseur","Duc De Coeur",165,12.0,2.3,7.2,fatsecret
3179,"Goat's Cheese Wrapped In Bacon","Duc De Coeur",288,23.0,1.1,19.0,fatsecret
3180,"Prosciutto Cotto",Dulano,115,3.0,2.0,20.0,fatsecret
3181,"Szynka Wieprzowa Gotowana, Wędzona",Dulano,103,2.0,1.0,20.0,fatsecret
3182,"Szynka Wieprzowa Gotowana",Dulano,137,6.0,1.0,19.7,fatsecret
3183,"Pierś z Indyka",Dulano,111,2.0,1.0,22.0,fatsecret
3184,"Szynka Szwardzwaldzka",Dulano,234,14.0,1.0,26.0,fatsecret
3185,"Filet z Piersi Kurczaka",Dulano,107,2.0,2.0,20.0,fatsecret
3186,"Szynka z Kurczaka",Dulano,103,2.0,1.0,20.0,fatsecret
3187,"Pierś z Kurczaka w Plastrach",Dulano,103,2.0,1.0,20.0,fatsecret
3188,"Jamon Serrano Reserva",Dulano,235,12.9,0.3,29.5,fatsecret
3189,"Filet z Piersi Indyka",Dulano,103,2.0,1.0,20.0,fatsecret
3190,"Pierś z Kurczaka Pieczona",Dulano,111,2.0,3.0,20.0,fatsecret
3191,"Salami Spianata Romana",Dulano,362,28.0,0.1,27.5,fatsecret
3192,"Szynka Dojrzewająca z Ziołami",Dulano,233,14.0,0.6,26.0,fatsecret
3193,"Szynka Szwarcwaldzka",Dulano,234,14.0,1.0,26.0,fatsecret
3194,"Szynka Wieprzowa Suszona",Dulano,233,14.0,0.6,26.0,fatsecret
3195,"Prosciutto Crudo Affettato",Dulano,226,13.0,0.5,27.0,fatsecret
3196,"Szynka Wieprzowa Pieczona",Dulano,108,3.0,1.0,19.0,fatsecret
3197,"Szynka Wieprzowa",Dulano,125,4.5,1.0,20.0,fatsecret
3198,"Pieczony Filet z Piersi Kurczaka w Plastrach",Dulano,104,1.5,1.0,21.5,fatsecret
3199,"Pierś z Indyka Gotowana Wędzona",Dulano,103,2.0,1.0,20.0,fatsecret
3200,"Salami Milano",Dulano,362,29.0,0.2,25.0,fatsecret
3201,"Pasztet Wędzony",Dulano,272,23.0,1.5,14.8,fatsecret
3202,"Szynka Wieprzowa Wędzona",Dulano,213,13.0,1.0,23.0,fatsecret
3203,"Fuet Extra",Dulano,396,32.0,2.1,25.0,fatsecret
3204,Chorizo,Dulano,500,44.0,1.0,25.0,fatsecret
3205,"Kiełbasa Salami",Dulano,306,25.0,1.0,19.0,fatsecret
3206,"Szynka Wieprzowa Gotowana, Smażona",Dulano,112,3.0,1.0,20.0,fatsecret
3207,"Schwarzwalder Schinken",Dulano,234,14.0,1.0,26.0,fatsecret
3208,"Pierś z Kurczaka Gotowana Wędzona",Dulano,103,2.0,1.0,20.0,fatsecret
3209,Salami,Dulano,377,32.0,0.5,21.5,fatsecret
3210,Fuet,Dulano,464,38.0,2.4,28.0,fatsecret
3211,"Metka Łososiowa",Dulano,429,42.0,0.5,12.0,fatsecret
3212,"Kiełbasa Wieprzowa Salami",Dulano,362,29.0,0.2,25.0,fatsecret
3213,"Szynka Prosciutto",Dulano,139,6.0,1.0,20.0,fatsecret
3214,"Pierś z Kurczaka Bezglutenowa",Dulano,107,2.0,1.0,21.0,fatsecret
3215,Boczek,Dulano,289,25.0,0.0,16.0,fatsecret
3216,"Szynka Wieprzowa Gotowana Krojona",Dulano,103,2.0,1.0,20.0,fatsecret
3217,"Szynka Wieprzowa Gotowana w Stylu Włoskim ",Dulano,115,3.0,2.0,20.0,fatsecret
3218,"Szynka Wieprzowa w Plastrach",Dulano,99,2.0,1.0,19.0,fatsecret
3219,"Kiełbasa Śląska ",Dulano,245,20.0,1.3,15.0,fatsecret
3220,"Szynka Serrano",Dulano,238,12.0,0.3,32.0,fatsecret
3221,"Salami Wieprzowe",Dulano,306,25.0,1.0,19.0,fatsecret
3222,Sopocka,Dulano,121,3.5,1.2,21.0,fatsecret
3223,"Salami Sticks",Dulano,515,42.0,1.0,33.0,fatsecret
3224,Frankfurterki,Dulano,313,28.0,2.0,13.0,fatsecret
3225,"Parówki ",Dulano,308,28.0,2.0,12.0,fatsecret
3226,"Polędwica Wieprzowa Łososiowa",Dulano,135,2.0,1.0,22.0,fatsecret
3227,Rindersaftschinken,Dulano,98,2.0,1.0,19.0,fatsecret
3228,"Kiełbasa Salami - Paprykowa",Dulano,307,25.0,1.0,19.0,fatsecret
3229,"Kiełbaski Wiedeńskie",Dulano,281,25.0,1.0,13.0,fatsecret
3230,"Salami Snack",Dulano,505,41.0,1.0,33.0,fatsecret
3231,"Salami Drobiowe",Dulano,215,14.0,0.5,21.8,fatsecret
3232,"Kiełbasa Wieprzowa z Serem Cheddar ",Dulano,345,30.0,2.0,16.5,fatsecret
3233,Wiejska,Dulano,123,3.5,0.5,22.0,fatsecret
3234,"Salami Wołowe",Dulano,239,14.9,1.0,24.8,fatsecret
3235,"Delikatess Bacon",Dulano,303,25.0,0.5,19.0,fatsecret
3236,Skyrtadella,Dulano,112,5.0,2.0,14.5,fatsecret
3237,Lachsschinken,Dulano,134,2.0,1.0,28.0,fatsecret
3238,"Serek Topiony ",Fasti,203,15.0,6.0,11.0,fatsecret
3239,"Ser Topiony w Plastrach Tost",Fasti,298,25.0,3.3,15.0,fatsecret
3240,"Ser Topiony Kremowy Gouda",Fasti,203,15.0,6.0,11.0,fatsecret
3241,"Ser Topiony Gouda",Fasti,203,15.0,6.1,11.0,fatsecret
3242,"Ser Topiony w Plastrach Gouda",Fasti,298,25.0,3.3,15.0,fatsecret
3243,"Ser Topiony z Szynką ",Fasti,203,15.0,6.0,11.0,fatsecret
3244,"Ser Topiony Emmentaler",Fasti,203,15.0,6.1,11.0,fatsecret
3245,"Ser Topiony Kremowy Edamski",Fasti,203,15.0,6.0,11.0,fatsecret
3246,"Ser Topiony ze Szczypiorkiem",Fasti,203,15.0,6.0,11.0,fatsecret
3247,"Ser Topiony Kremowy",Fasti,301,27.0,4.5,10.0,fatsecret
3248,"Kruche Ciastka Korzenne",Favorina,472,18.7,70.2,5.8,fatsecret
3249,"Ciastka Korzenne",Favorina,483,19.3,70.3,6.0,fatsecret
3250,"Pierniki Glazurowane ",Favorina,366,6.1,72.0,1.3,fatsecret
3251,"Marcepan w Czekoladzie Deserowej",Favorina,450,18.6,62.1,6.1,fatsecret
3252,"Chlebek Marcepanowy",Favorina,451,18.8,61.8,6.2,fatsecret
3253,"Mini Marzipan Butter Stollen ",Favorina,483,24.0,55.9,9.9,fatsecret
3254,Dominos,Favorina,402,12.2,67.7,3.9,fatsecret
3255,"Marcepan z Nadzieniem Orzechowym",Favorina,499,26.9,54.9,7.2,fatsecret
3256,"Gingerbread Hearts",Favorina,367,9.5,63.8,5.0,fatsecret
3257,"Spiced Biscuits",Favorina,483,19.3,70.3,6.0,fatsecret
3258,"Spekulatius Spiced Biscuits",Favorina,463,18.2,64.1,5.8,fatsecret
3259,"Baton Orzechowo-Kakaowy z Marcepanem",Favorina,526,29.7,56.5,6.3,fatsecret
3260,"Krem o Smaku Ciasteczek Korzennych",Favorina,598,42.0,51.4,3.1,fatsecret
3261,"Kruche Ciastka z Migdałami",Favorina,495,23.2,61.3,7.4,fatsecret
3262,"Ziemniaczki z Marcepanu",Favorina,429,14.7,65.9,6.2,fatsecret
3263,"Migdały w Czekoladzie",Favorina,576,36.7,49.5,9.1,fatsecret
3264,"Czekoladowe Jajeczka",Favorina,515,27.0,59.0,7.4,fatsecret
3265,"Marzipan Potatoes",Favorina,430,14.9,65.6,6.3,fatsecret
3266,"Marzipan Log",Favorina,502,27.1,55.0,7.3,fatsecret
3267,"Figurka z Czekolady",Favorina,523,28.0,59.8,5.6,fatsecret
3268,"Ciasteczka Maślane z 20% Czekoladą Mleczną",Favorina,497,23.2,64.7,6.3,fatsecret
3269,"Panettone Classic",Favorina,359,12.0,54.6,6.8,fatsecret
3270,"Marzipan Egg",Favorina,447,18.0,62.8,6.1,fatsecret
3271,"Dzwoneczki Korzenne ",Favorina,435,11.5,75.2,6.4,fatsecret
3272,"Spekulatius Creme Crunchy",Favorina,594,41.2,52.0,3.2,fatsecret
3273,"Choco Lolly",Favorina,536,30.4,58.0,6.8,fatsecret
3274,"Christmas Stars",Favorina,347,0.5,82.4,2.4,fatsecret
3275,"Mikołaj Czekoladowy",Favorina,523,28.0,59.8,5.6,fatsecret
3276,"Chałwa Sezamowa","First Nice",519,29.0,48.0,14.0,fatsecret
3277,"Czekolada Mleczna Truskawkowa","First Nice",512,29.0,57.0,4.6,fatsecret
3278,"Czekolada z Ryżem Preparowanym","First Nice",549,31.1,59.5,7.4,fatsecret
3279,"Chałwa Sezamowa Kakaowa","First Nice",545,35.1,40.8,15.3,fatsecret
3280,"Baton Musli","First Nice",375,9.0,86.0,7.0,fatsecret
3281,"Baton Musli Czekolada i Orzechy","First Nice",441,17.2,63.9,5.9,fatsecret
3282,"Orzeszki Ziemne w Mlecznej Czekoladzie","First Nice",557,37.8,43.9,14.4,fatsecret
3283,"Orzechy z Miodem","First Nice",562,36.8,39.4,15.2,fatsecret
3284,"Baton Orzechy z Czekoladą","First Nice",558,35.7,43.9,12.9,fatsecret
3285,"Musli Bar Banana And Cocoa","First Nice",375,9.0,68.0,7.0,fatsecret
3286,"Magnackie Mleczko o Smaku Czekoladowym","First Nice",410,16.0,61.0,4.1,fatsecret
3287,"Magnackie Mleczko o Smaku Waniliowym ","First Nice",417,16.0,65.0,2.5,fatsecret
3288,"Musli Bar Raspberry","First Nice",367,5.5,71.9,6.9,fatsecret
3289,Laura,Firstnice,361,7.0,72.3,1.1,fatsecret
3290,"Pierogi Ruskie z Cebulką Smażoną","Food House",194,6.4,27.0,6.2,fatsecret
3291,"Pierogi z Mięsem z Cebulką Smażoną ","Food House",266,14.0,22.0,12.0,fatsecret
3292,"Wegańskie Spaghetti Z Sosem Bolognese","Food House",132,3.9,18.0,5.4,fatsecret
3293,"Drobiowy Kotlet z Puree Ziemniaczanym i Marchewką z Groszkiem","Food House",114,6.1,8.8,4.8,fatsecret
3294,"Wegańskie Pierogi","Food House",198,4.9,28.0,9.4,fatsecret
3295,"Mielony Kotlet z Puree Ziemniaczanym i Buraczkami","Food House",159,10.0,11.0,4.6,fatsecret
3296,"Wegańskie Penne z Sosem Pesto ","Food House",239,13.0,24.0,5.3,fatsecret
3297,"Vege Burger z Kaszy Jęczmiennej i Papryki","Food House",240,8.5,34.0,5.5,fatsecret
3298,"Tutti de Coco","Food House",132,3.9,18.0,5.4,fatsecret
3299,"Kurczak w Czerwonym Curry z Ryżem Basmati","Food House",123,3.6,16.0,6.0,fatsecret
3300,"Ice Tea",Freeway,29,0.0,7.3,0.0,fatsecret
3301,Cola,Freeway,43,0.0,10.6,0.0,fatsecret
3302,Lemon,Freeway,28,0.0,10.4,0.0,fatsecret
3303,"Cola Light",Freeway,1,0.0,0.1,0.0,fatsecret
3304,"Ice Tea Zielona Herbata",Freeway,29,0.0,7.2,0.0,fatsecret
3305,"Serek Wiejski z Truskawkami",Fruitjumbo,116,4.0,11.5,8.6,fatsecret
3306,"Jogurt Pitny Truskawkowy ",Fruitjumbo,82,1.5,14.0,3.1,fatsecret
3307,"Jogurt Wiśniowy",Fruitjumbo,98,2.4,16.7,2.4,fatsecret
3308,"Serek Wiejski z Ananasem",Fruitjumbo,116,4.0,11.5,8.6,fatsecret
3309,"Jogurt Truskawkowy ",Fruitjumbo,98,2.4,16.7,2.4,fatsecret
3310,"Jogurt Gruszka",Fruitjumbo,98,2.4,16.7,2.4,fatsecret
3311,"Musli Figa, Rodzynki i Winogrona",Fruitjumbo,93,2.5,15.0,2.5,fatsecret
3312,"Jogurt Pitny Brzoskwiniowy",Fruitjumbo,82,1.5,14.0,3.1,fatsecret
3313,"High Protein Creamy Chocolate",Gelatelli,111,3.0,17.3,8.4,fatsecret
3314,"Lody Proteinowe Salted Caramel",Gelatelli,116,2.7,13.0,7.4,fatsecret
3315,"Lody Proteinowe Czekolada",Gelatelli,111,3.0,17.3,8.4,fatsecret
3316,"High Protein Cookies & Cream",Gelatelli,163,3.7,19.7,7.2,fatsecret
3317,"Protein Ice Bar",Gelatelli,274,14.3,26.3,10.2,fatsecret
3318,"Sorbet Cytrynowy",Gelatelli,122,0.1,29.2,0.4,fatsecret
3319,"Lody Czekoladowe",Gelatelli,251,13.6,27.3,3.8,fatsecret
3320,"Lody Waniliowe z Migdałami",Gelatelli,338,21.6,30.5,4.8,fatsecret
3321,"Lody Waniliowe",Gelatelli,222,11.9,26.0,2.7,fatsecret
3322,"High Protein Salted Caramel Cake",Gelatelli,132,3.3,22.7,7.1,fatsecret
3323,"Lody Orzech Włoski",Gelatelli,261,16.1,24.7,4.1,fatsecret
3324,Lody,Gelatelli,163,8.3,17.2,9.0,fatsecret
3325,"White Chocolate Almond",Gelatelli,346,22.2,31.6,4.7,fatsecret
3326,"Lody Czekoladowe Choco Crisp",Gelatelli,333,20.0,32.7,4.3,fatsecret
3327,"Lody Mini",Gelatelli,338,21.4,31.4,4.2,fatsecret
3328,"Choco Brownie",Gelatelli,246,13.2,27.1,4.7,fatsecret
3329,"Rożek Słony Karmel",Gelatelli,301,16.3,34.8,3.9,fatsecret
3330,"Lód Migdał",Gelatelli,344,21.8,31.6,4.7,fatsecret
3331,"Sandwich Lody",Gelatelli,234,12.0,26.0,3.4,fatsecret
3332,"Strawberry Crisp",Gelatelli,300,16.3,35.3,2.8,fatsecret
3333,Almond,Gelatelli,300,14.9,35.5,4.5,fatsecret
3334,"Lody Pistacja",Gelatelli,289,15.2,34.0,4.2,fatsecret
3335,"Lody Śmietankowe",Gelatelli,248,16.1,22.0,3.8,fatsecret
3336,"Sorbet Mango",Gelatelli,121,0.1,29.2,0.4,fatsecret
3337,"Sorbet Malinowy",Gelatelli,104,0.1,25.0,0.4,fatsecret
3338,"Cocoa Dessert Sauce ",Gelatelli,370,1.7,79.2,6.7,fatsecret
3339,"Rożek Pistacjowy",Gelatelli,289,15.2,34.0,4.2,fatsecret
3340,Plombir,Gelatelli,227,12.4,24.5,3.8,fatsecret
3341,"Sandwich NEO Classic",Gelatelli,292,12.6,38.2,5.2,fatsecret
3342,"Crunchy Almond",Gelatelli,246,12.2,29.4,4.6,fatsecret
3343,"Cookie Dough",Gelatelli,243,12.2,28.7,4.5,fatsecret
3344,"Ice Peanut & Choco",Gelatelli,320,19.0,34.0,3.2,fatsecret
3345,"Lody Premium Mint",Gelatelli,220,10.1,28.4,3.3,fatsecret
3346,"Lody Crema Di Mascarpone ",Gelatelli,199,7.7,29.3,2.8,fatsecret
3347,"Lody Wegańskie Banana Chunk",Gelatelli,249,15.6,23.6,2.1,fatsecret
3348,"Mango Ice Lollies",Gelatelli,105,0.1,25.6,0.2,fatsecret
3349,"Salted Caramel",Gelatelli,212,8.8,29.8,3.2,fatsecret
3350,"Lody Kruche Ciasteczko Cookie",Gelatelli,274,17.0,25.0,3.9,fatsecret
3351,"Premium Banana Split",Gelatelli,206,7.3,32.1,2.5,fatsecret
3352,"Lody Walnut ",Gelatelli,273,17.7,24.8,3.5,fatsecret
3353,"Lody Nocciolata",Gelatelli,217,9.9,28.5,3.1,fatsecret
3354,"Noblissima Stracciatella",Gelatelli,233,13.1,25.8,2.7,fatsecret
3355,"Pretty Peanut Butter",Gelatelli,258,13.5,27.1,7.1,fatsecret
3356,"Passion Fruit Sorbet",Gelatelli,133,0.1,31.8,0.5,fatsecret
3357,"Polewa Kakaowa",Gelatelli,735,58.9,45.5,3.5,fatsecret
3358,"Premium Vanilla & Macadamia Nut",Gelatelli,290,19.0,26.2,3.5,fatsecret
3359,"Cheeky Caramel",Gelatelli,245,12.5,28.8,4.2,fatsecret
3360,"Lodowy Sandwicz Śmietankowy",Gelatelli,234,12.0,26.0,3.4,fatsecret
3361,"Premium Salted Caramel",Gelatelli,272,15.5,29.3,3.8,fatsecret
3362,"Peanut & Cookies",Gelatelli,258,14.0,29.2,3.0,fatsecret
3363,"Ice Cream Melon",Gelatelli,182,8.3,24.5,2.3,fatsecret
3364,"Lodowa Rurka",Gelatelli,355,19.0,41.0,4.0,fatsecret
3365,"Premium Blueberry",Gelatelli,182,6.6,28.5,1.9,fatsecret
3366,"Plombir Lody Czekoladowe ",Gelatelli,234,13.5,25.0,3.4,fatsecret
3367,"Master Of Taste Crunchy Chocolate ",Gelatelli,283,17.6,24.8,5.2,fatsecret
3368,"Brownie Love",Gelatelli,231,10.7,29.8,2.7,fatsecret
3369,"Strawberry Cheesecake Style",Gelatelli,256,14.7,27.3,3.3,fatsecret
3370,"Frozen Skyr",Gelatelli,230,9.0,31.2,5.6,fatsecret
3371,"Lody Dark Chocolate",Gelatelli,230,11.0,26.6,4.5,fatsecret
3372,"Watermelon Ice Lollies",Gelatelli,101,0.0,24.9,0.2,fatsecret
3373,"Lody Double Raspberry",Gelatelli,316,19.1,31.7,3.4,fatsecret
3374,"Lody Premium Strawberry",Gelatelli,192,7.6,28.0,2.7,fatsecret
3375,"Triple Taste",Gelatelli,172,7.0,25.5,1.6,fatsecret
3376,"Double Caramel",Gelatelli,326,20.2,32.0,3.2,fatsecret
3377,"Premium Tiramisu Flavour",Gelatelli,208,8.4,30.3,2.6,fatsecret
3378,"Tofu Naturalne ","Go Vege",138,8.0,1.5,14.0,fatsecret
3379,"Majonez Sałatkowy Wegański","Go Vege",312,30.0,9.2,0.0,fatsecret
3380,"Masło Orzechowe","Go Vege",627,52.0,9.6,26.0,fatsecret
3381,"Hummus Klasyczny","Go Vege",269,21.0,7.9,7.3,fatsecret
3382,"Tofu Wędzone Fumado","Go Vege",143,8.5,1.5,14.0,fatsecret
3383,"Mleko Owsiane","Go Vege",42,0.8,7.8,0.7,fatsecret
3384,"Hummus Paprykowy","Go Vege",242,17.0,12.0,6.1,fatsecret
3385,"Napój Migdałowy","Go Vege",30,1.4,3.7,0.6,fatsecret
3386,"Makaron z Czerwonej Soczewicy","Go Vege",376,2.0,65.0,24.0,fatsecret
3387,"Peanut Butter","Go Vege",596,46.0,14.0,27.0,fatsecret
3388,"Tofu Marynowane Sweet Chilli","Go Vege",138,8.0,2.4,13.0,fatsecret
3389,"Gyros Roślinny","Go Vege",300,19.0,8.7,22.0,fatsecret
3390,"Jogurt Kokosowy","Go Vege",72,5.1,5.9,0.4,fatsecret
3391,"Tofu z Bazylią","Go Vege",138,8.0,1.5,14.0,fatsecret
3392,"Mleko Migdałowe ","Go Vege",30,1.4,3.7,0.6,fatsecret
3393,"Barista Owies","Go Vege",58,3.0,5.5,1.7,fatsecret
3394,"Ekologiczny Napój Owsiany","Go Vege",43,1.2,7.2,0.5,fatsecret
3395,"Napój Sojowy","Go Vege",44,1.8,3.2,3.3,fatsecret
3396,"Hummus z Toppingiem Czerwone Pesto","Go Vege",323,28.0,6.6,7.1,fatsecret
3397,"Hummus Orientalny","Go Vege",263,19.0,11.0,7.9,fatsecret
3398,"Bio Owies","Go Vege",42,0.8,7.8,0.7,fatsecret
3399,"Parówki Sojowe Klasyczne","Go Vege",244,20.3,5.3,9.0,fatsecret
3400,"Pesto z Tofu","Go Vege",238,22.2,3.2,4.5,fatsecret
3401,"Napój Sojowy Waniliowy","Go Vege",52,1.8,5.3,3.3,fatsecret
3402,"Hummus Pomidorowy","Go Vege",267,20.0,13.0,7.0,fatsecret
3403,"Smalec z Fasoli z Jabłkiem i Cebulką","Go Vege",280,23.0,11.0,5.3,fatsecret
3404,"Napój Ryżowy","Go Vege",65,1.0,13.4,0.3,fatsecret
3405,"Hummus z Burakiem","Go Vege",225,15.0,13.0,6.5,fatsecret
3406,"Napój Ryżowo-Kokosowy","Go Vege",63,1.8,11.3,0.3,fatsecret
3407,"Makaron z Zielonego Groszku","Go Vege",374,1.6,63.0,22.0,fatsecret
3408,"Hummus z Toppingiem Spicy Salsa","Go Vege",254,20.0,8.6,6.8,fatsecret
3409,"Paprykarz Warzywny","Go Vege",132,5.8,14.0,4.3,fatsecret
3410,"Penne 100% z Zielonego Groszku","Go Vege",208,0.9,35.0,12.0,fatsecret
3411,"Cocojogu Ananas-Mango","Go Vege",91,4.3,12.4,0.4,fatsecret
3412,"Parówki Sojowe Pikantne ","Go Vege",241,20.2,3.6,8.9,fatsecret
3413,"Curry w Stylu Indyjskim z Dynią, Ciecierzycą i Szpinakiem","Go Vege",78,2.2,9.0,3.5,fatsecret
3414,Owies,"Go Vege",55,2.1,7.8,0.6,fatsecret
3415,"Plastry Wegańskie","Go Vege",103,4.8,8.0,4.6,fatsecret
3416,"Sos z Chili","Go Vege",269,25.0,10.0,0.5,fatsecret
3417,"Sos z Jalapeno","Go Vege",278,25.0,12.0,0.5,fatsecret
3418,"Smalczyk z Fasoli z Cebulką i Jabłkiem","Go Vege",232,14.0,17.0,6.0,fatsecret
3419,"Sos Czosnkowy Wegański","Go Vege",350,34.0,11.0,0.0,fatsecret
3420,"Vege Burger","Go Vege",242,12.0,20.0,11.0,fatsecret
3421,"Plastry Wegańskie z Pistacjami","Go Vege",114,6.0,8.0,5.0,fatsecret
3422,"Cocojogu Truskawka","Go Vege",93,4.3,12.9,0.4,fatsecret
3423,"Cocojogu Jagoda","Go Vege",91,4.3,12.2,0.4,fatsecret
3424,"Pasta Warzywna Suszone Pomidory, Żurawina","Go Vege",212,17.0,9.7,3.3,fatsecret
3425,"Pesto z Tofu i Pomidorami","Go Vege",414,38.9,8.5,5.7,fatsecret
3426,"Kiełbaski Sojowe w Przyprawie Paprykowej","Go Vege",175,8.9,4.1,17.0,fatsecret
3427,"Plastry Roślinne Klasyczne ","Go Vege",217,7.8,7.7,28.0,fatsecret
3428,"Mleko Ryż-Kokos ","Go Vege",63,1.8,11.3,0.3,fatsecret
3429,"Żelki Kwaśne Owocowe","Go Vege",333,0.5,81.0,0.0,fatsecret
3430,"Paprykarz z Kaszą Jaglaną","Go Vege",164,5.8,21.0,4.3,fatsecret
3431,"Krem z Orzeszków Ziemnych ","Go Vege",596,46.0,14.0,27.0,fatsecret
3432,"Wegański Sos Czosnkowy","Go Vege",352,34.0,10.0,0.5,fatsecret
3433,"Cocojogu Klasyczny","Go Vege",72,5.1,5.9,0.4,fatsecret
3434,"Soja, Wanilia","Go Vege",52,1.8,5.3,3.3,fatsecret
3435,"Makaron z Ciecierzycy (Ugotowany)","Go Vege",227,3.3,31.0,14.0,fatsecret
3436,"Pasta Słonecznikowa z Papryką ","Go Vege",262,23.0,8.1,5.0,fatsecret
3437,"Mleko Sojowe bez Dodatku Cukru ","Go Vege",36,1.8,1.3,3.3,fatsecret
3438,"Makaron Fusilli 100% z Czerwonej Soczewicy","Go Vege",376,1.3,60.0,26.0,fatsecret
3439,"Krem z Orzeszków Ziemnych z Kawałkami","Go Vege",627,51.6,8.9,26.4,fatsecret
3440,"Pasta Warzywna Pieczarki, Pestki Dyni","Go Vege",204,19.0,2.2,3.7,fatsecret
3441,"Pasta Warzywa Biała Fasola Siemię Lniane","Go Vege",220,17.0,9.4,3.8,fatsecret
3442,"Chili Sin Carne","Go Vege",59,0.5,8.3,3.7,fatsecret
3443,"Plastry Wegańskie z Zielonym Pieprzem ","Go Vege",90,5.2,4.9,4.0,fatsecret
3444,Soja,"Go Vege",44,1.8,3.2,3.3,fatsecret
3445,"Sos Gulaszowy z Warzywami","Go Vege",52,1.7,5.7,2.8,fatsecret
3446,"Kuskus Perłowy i Fasola","Go Vege",192,9.3,19.2,6.2,fatsecret
3447,Burger,"Go Vege",199,9.2,7.0,21.0,fatsecret
3448,"Fusilli z Czerwonej Soczewicy","Go Vege",376,2.0,65.0,24.0,fatsecret
3449,"Ser Wegański o Smaku Goudy","Go Vege",295,23.0,22.0,0.0,fatsecret
3450,"Tofu Marynowane z Tymiankiem","Go Vege",122,7.0,1.0,13.0,fatsecret
3451,"Pasztet Warzywny z Marchewką","Go Vege",223,14.0,16.0,6.2,fatsecret
3452,"Kiełbaski Sojowe Białe ","Go Vege",171,7.7,7.4,18.0,fatsecret
3453,"Hummus Trio","Go Vege",241,18.0,8.9,7.0,fatsecret
3454,"Hummus z Ciecierzycy Sriracha","Go Vege",189,12.0,12.0,5.6,fatsecret
3455,"Kiełbaski Wegańskie z Curry","Go Vege",241,19.0,10.0,7.5,fatsecret
3456,"Sos Tatarski","Go Vege",440,44.0,9.3,0.5,fatsecret
3457,"Deser Kokosowy","Go Vege",136,8.0,15.0,1.0,fatsecret
3458,"Pasta Słonecznikowa z Jarmużem ","Go Vege",293,26.0,7.9,6.2,fatsecret
3459,"Fasolka z Tofu","Go Vege",76,1.9,7.8,4.6,fatsecret
3460,"Vege Burger z Ziarnami Słonecznika ","Go Vege",204,9.0,14.0,17.0,fatsecret
3461,"Gołąbki z Warzywami i Ryżem","Go Vege",49,1.2,6.8,1.1,fatsecret
3462,Penne,"Go Vege",374,1.6,63.0,22.0,fatsecret
3463,"Vege Burger Klasyczny ","Go Vege",215,11.0,8.5,19.0,fatsecret
