id,name,brand,calories,fat,carbs,protein,source
3464,"Strogonow Roślinny","Go Vege",58,2.1,5.0,3.3,fatsecret
3465,"Tofu Bio","Go Vege",108,6.1,2.6,10.0,fatsecret
3466,"Gołąbki z Grzybami i Kaszą","Go Vege",46,0.9,6.8,1.6,fatsecret
3467,"Vege Burger Delikatny","Go Vege",199,9.2,7.0,21.0,fatsecret
3468,"Smoothie Jabłko Banan Szpinak Seler Cytryna","Go Vege",54,0.1,12.0,0.9,fatsecret
3469,"Tofu o Smaku Teriyaki ","Go Vege",127,7.0,2.5,13.0,fatsecret
3470,"Pasta z Pestkami Słonecznika z Suszonymi Pomidorami i Bazylią","Go Vege",298,27.0,3.9,7.1,fatsecret
3471,"Kaszanka Roślinna","Go Vege",220,10.2,18.0,11.8,fatsecret
3472,"Wegańskie Plastry z Pistacjami","Go Vege",114,6.0,8.0,5.0,fatsecret
3473,Kaszotto,"Go Vege",100,3.6,10.0,3.9,fatsecret
3474,"Deser Kokosowy o Smaku Słonego Karmelu","Go Vege",101,2.5,19.0,0.5,fatsecret
3475,"Pulpety Roślinne w Sosie Pomidorowym","Go Vege",67,1.8,8.5,3.2,fatsecret
3476,"Vege Burger na Bazie Grochu","Go Vege",231,13.0,9.0,18.0,fatsecret
3477,"Jogurt Owsiany","Go Vege",86,2.8,14.0,0.7,fatsecret
3478,"Kiełbaski Roślinne jak Śląskie","Go Vege",191,10.0,12.0,12.6,fatsecret
3479,"Kaszanka Wegańska","Go Vege",201,11.0,14.0,11.0,fatsecret
3480,"Kiełbaski Roślinne Białe ","Go Vege",309,17.7,14.2,22.5,fatsecret
3481,"Deser Kokosowy o Smaku Kawowym","Go Vege",97,2.5,18.0,0.5,fatsecret
3482,"Spaghetti z Ciecierzycy","Go Vege",408,6.0,56.0,25.0,fatsecret
3483,"Cooking Coco","Go Vege",195,18.4,6.3,0.8,fatsecret
3484,"Kaszotto z Kaszą Pęczak, Pieczarkami, Śliwką i Boczniakiem","Go Vege",84,2.5,11.0,2.7,fatsecret
3485,"Vege Burger z Ciecierzyca ","Go Vege",253,14.0,22.0,7.8,fatsecret
3486,"Vege Burger z Burakami","Go Vege",242,12.0,20.0,11.0,fatsecret
3487,"Tortilla Chips","Go Vege",507,28.0,53.0,7.1,fatsecret
3488,"Burger Wegański Grochowy","Go Vege",231,13.0,9.0,18.0,fatsecret
3489,"Plastry Wegańskie z Czarnuszką","Go Vege",97,5.8,5.0,4.2,fatsecret
3490,"Antipasti z Hummusem Papryczki Czerwone ","Go Vege",301,28.0,5.6,4.2,fatsecret
3491,"Plastry Roślinne o Smaku Goudy","Go Vege",295,23.0,22.0,0.0,fatsecret
3492,"Pasta Kremowa z Papryką","Go Vege",253,25.0,1.9,4.7,fatsecret
3493,"Mielone Roślinne z Ziarnami Słonecznika ","Go Vege",366,26.0,16.0,11.0,fatsecret
3494,"Pasta Kremowa ze Szczypiorkiem","Go Vege",256,25.0,2.2,4.9,fatsecret
3495,"Burger Jaglany z Burakami","Go Vege",242,12.0,20.0,11.0,fatsecret
3496,"Kiełbaski Sojowe w Przyprawie Curry","Go Vege",177,9.1,4.0,18.0,fatsecret
3497,"Makaron Spaghetti z Ciecierzycy","Go Vege",408,6.0,56.0,25.0,fatsecret
3498,"Kiełbaski Sojowe o Smaku Barbecue ","Go Vege",215,13.0,7.9,14.0,fatsecret
3499,"Pasta z Wędzonego Tofu z Suszonymi Pomidorami ","Go Vege",286,26.0,3.0,8.9,fatsecret
3500,"Pasta z Ciecierzycy z Suszonymi Pomidorami z Dodatkiem Nasion Słonecznika","Go Vege",271,21.0,12.0,4.7,fatsecret
3501,"Deser Kokosowy Słony Karmel ","Go Vege",101,2.5,19.0,0.5,fatsecret
3502,"Cocojogu Malina","Go Vege",93,4.3,12.8,0.4,fatsecret
3503,"Tofu Marynowane o Smaku Wędzonej Papryki","Go Vege",128,7.5,2.5,12.0,fatsecret
3504,"Pasta z Nerkowców z Posypką Pikantną ","Go Vege",371,34.0,4.8,9.6,fatsecret
3505,"Racuchy Jaglane z Truskawkami","Go Vege",356,2.1,75.0,7.9,fatsecret
3506,"Soyajogu Jagoda","Go Vege",79,2.0,11.2,3.6,fatsecret
3507,"Kasza Pęczak z Soczewicą i Grochem","Go Vege",326,1.9,56.0,15.0,fatsecret
3508,"Smalczyk z Fasoli z Roślinnymi Skwarkami","Go Vege",166,8.4,12.8,7.7,fatsecret
3509,"Vege Burger Buraczkowy","Go Vege",242,12.0,20.0,11.0,fatsecret
3510,"Pasztet Z Soczewicy i Kaszy Jęczmiennej","Go Vege",176,10.0,11.0,7.5,fatsecret
3511,"Soyajogu Wanilia","Go Vege",75,2.0,10.4,3.5,fatsecret
3512,"Pasta Kremowa z Czosnkiem","Go Vege",249,25.0,0.4,5.0,fatsecret
3513,"Pasta z Pestkami Słonecznika z Ogórkiem i Koperkiem","Go Vege",283,27.0,2.1,6.3,fatsecret
3514,"Pasta z Ciecierzycy z Natką Pietruszki i Chili","Go Vege",256,21.0,9.5,5.7,fatsecret
3515,"Oatjogu Pure","Go Vege",78,2.4,12.5,0.8,fatsecret
3516,"Danie Tajskie z Kuskusem Perłowym i Ananasem","Go Vege",154,5.7,18.9,5.3,fatsecret
3517,"Zupa A'la Flaczki","Go Vege",27,0.5,4.3,0.7,fatsecret
3518,"Sos i Molho","Go Vege",278,25.0,12.0,0.5,fatsecret
3519,"Plastry Roślinne Podsuszane","Go Vege",200,4.5,9.7,30.0,fatsecret
3520,"Sos A'la Bolognese","Go Vege",70,2.4,7.6,3.4,fatsecret
3521,"Deser Kokosowy Malina","Go Vege",136,8.0,15.0,1.0,fatsecret
3522,"Kasza Pęczak z Fasolą i Grochem ","Go Vege",323,1.9,56.0,14.0,fatsecret
3523,"Smalczyk z Fasoli z Wędzoną Papryką ","Go Vege",161,8.3,12.9,6.2,fatsecret
3524,"Pasta z Tofu z Zieloną Papryką Jalapeno","Go Vege",197,16.0,5.6,6.8,fatsecret
3525,"Gulasz Curry","Go Vege",65,2.4,8.4,1.5,fatsecret
3526,"Oatjogu Mango","Go Vege",99,2.5,18.1,0.6,fatsecret
3527,"Falafel (100g)","Go Vege",255,12.0,20.0,12.0,fatsecret
3528,"Pasta z Ciecierzycy z Pomidorami i Papryką","Go Vege",190,13.0,11.0,4.1,fatsecret
3529,"Racuchy Orkiszowe z Jagodami ","Go Vege",367,1.8,75.0,10.0,fatsecret
3530,"Pasta z Tofu z Czarną Solą","Go Vege",224,19.0,4.4,8.5,fatsecret
3531,"Owsianka Kokosowa Klasyczna ","Go Vege",96,4.4,13.0,0.9,fatsecret
3532,"Roślinne Nie Mleko","Go Vege",52,3.5,3.7,1.1,fatsecret
3533,"Tortilla Chips Buraczane","Go Vege",495,24.0,60.0,6.3,fatsecret
3534,"Oatjogu Pure Banan + Jagoda + Zboża","Go Vege",77,2.5,12.1,0.8,fatsecret
3535,"Mielone Roślinne na Bazie Grochu","Go Vege",354,25.0,9.5,21.0,fatsecret
3536,"Vege Burger z Marchewką i Pietruszką","Go Vege",332,2.2,58.0,13.0,fatsecret
3537,"Oatjogu Malina","Go Vege",99,2.5,18.0,0.6,fatsecret
3538,"Oatjogu Klasyczny","Go Vege",86,2.8,14.0,0.7,fatsecret
3539,"Owsianka Kokosowa Truskawka","Go Vege",96,4.4,13.0,1.0,fatsecret
3540,"Soyajogu Klasyczny ","Go Vege",54,2.3,3.8,4.2,fatsecret
3541,"Czekolada z Nadzieniem Arachidowym i Kawałkami Orzeszków Arachidowych","Go Vege",532,34.0,45.0,9.1,fatsecret
3542,"Pasta z Ciecierzycy z Czosnkiem Niedźwiedzim","Go Vege",312,27.0,6.6,6.1,fatsecret
3543,"Medaliony w Sosie Sojowym z Warzywami","Go Vege",92,4.4,7.4,5.6,fatsecret
3544,"Cheeseburger Wegetariański z Ketchupem","Go Vege",264,11.0,25.0,15.0,fatsecret
3545,"Quinotto z Quinoa, Fasolą i Wędzoną Papryką","Go Vege",84,2.2,9.5,4.0,fatsecret
3546,"Pasztet z Cukinią i Słonecznikiem","Go Vege",235,17.0,12.0,6.4,fatsecret
3547,"Galaretka o Smaku Truskawkowym ","Go Vege",49,0.0,12.0,0.0,fatsecret
3548,"Tortilla Chips Szpinakowe ","Go Vege",507,28.0,53.0,7.1,fatsecret
3549,"Cooking OAT 15%","Go Vege",165,15.0,6.4,1.2,fatsecret
3550,"Dziki Ryż z Komosą Ryżową w Sosie z Granatu i Figami","Go Vege",103,1.8,19.0,1.5,fatsecret
3551,Quinotto,"Go Vege",89,3.8,8.3,3.5,fatsecret
3552,"Pasztet z Suszonymi Pomidorami i Bazylią","Go Vege",173,11.0,11.0,5.1,fatsecret
3553,"Tofu Pasta ze Śliwkami i Smażoną Cebulą ","Go Vege",293,25.0,10.0,5.5,fatsecret
3554,"Tortelloni z Tofu, Seitanem i Szpinakiem","Go Vege",213,2.1,38.0,8.8,fatsecret
3555,"Kiełbaski Roślinne na Bazie Grochu z Majerankiem","Go Vege",227,13.2,9.5,14.8,fatsecret
3556,"Organiczny Syrop Klonowy z Kanady ",GoBio,260,0.0,65.0,0.0,fatsecret
3557,"Kefir Naturalny",GoBio,43,1.5,4.0,3.4,fatsecret
3558,Jajka,GoBio,139,9.7,0.6,12.5,fatsecret
3559,"Szpinak Baby",GoBio,20,0.0,1.4,2.0,fatsecret
3560,"Jogurt Naturalny",GoBio,75,3.8,4.7,5.0,fatsecret
3561,Chia,GoBio,448,32.0,2.3,19.0,fatsecret
3562,"Mleko ",GoBio,67,3.9,4.8,3.1,fatsecret
3563,"Wafle Ryżowe ",GoBio,382,3.2,78.0,8.6,fatsecret
3564,"Krem Orzechowo-Kakaowy",GoBio,540,37.0,51.0,6.5,fatsecret
3565,"Quinoa Biała",GoBio,366,7.0,58.0,15.0,fatsecret
3566,Hummus,GoBio,288,23.0,12.0,7.6,fatsecret
3567,"Passata Pomidorowa",GoBio,31,0.5,5.3,1.4,fatsecret
3568,"Syrop z Agawy",GoBio,302,0.0,75.0,0.5,fatsecret
3569,"Musli z Czekoladą i Orzechami",GoBio,409,13.5,56.1,10.7,fatsecret
3570,Rukola,GoBio,19,0.0,0.0,2.9,fatsecret
3571,"Ryż Jaśminowy",GoBio,346,1.0,76.0,7.0,fatsecret
3572,"Kaszebsczi Ser ",GoBio,342,27.0,1.0,22.0,fatsecret
3573,"Ryż Basmati",GoBio,349,1.1,76.0,8.2,fatsecret
3574,"Tomato Passata",GoBio,31,0.5,5.3,1.4,fatsecret
3575,"Jasmine Rice",GoBio,346,1.0,76.0,7.0,fatsecret
3576,"Komosa Ryżowa",GoBio,366,7.0,58.0,15.0,fatsecret
3577,"Oat Flakes",GoBio,364,6.9,55.0,14.0,fatsecret
3578,"Krówki",GoBio,370,5.4,74.0,6.0,fatsecret
3579,"Syrop Malinowy",GoBio,188,0.0,47.0,0.0,fatsecret
3580,Kukurydza,GoBio,77,1.7,11.0,2.5,fatsecret
3581,"Kukurydza Konserwowa",GoBio,51,0.9,7.9,1.6,fatsecret
3582,"Jogurt Pitny",GoBio,76,2.6,10.3,2.7,fatsecret
3583,"Miód Wielokwiatowy",GoBio,339,0.0,83.0,0.5,fatsecret
3584,"Ser Gouda",GoBio,344,26.0,1.4,26.0,fatsecret
3585,"Płatki Owsiane Błyskawiczne ",GoBio,371,7.0,58.0,14.0,fatsecret
3586,"Płatki Owsiane Górskie ",GoBio,372,7.1,59.0,13.0,fatsecret
3587,"Ketchup Łagodny ",GoBio,119,0.5,26.3,1.7,fatsecret
3588,"Napój Sojowy",GoBio,40,2.2,0.9,3.8,fatsecret
3589,"Dżem Pomarańczowy ",GoBio,140,0.0,33.0,0.0,fatsecret
3590,"Kasza Jaglana",GoBio,350,3.4,68.0,9.7,fatsecret
3591,"Dżem z Czarnych Porzeczek",GoBio,159,0.8,35.0,0.8,fatsecret
3592,"Dżem Truskawkowy",GoBio,140,0.0,33.0,0.0,fatsecret
3593,Maca,GoBio,315,1.0,49.0,15.0,fatsecret
3594,"Kasza Jęczmienna Pęczak",GoBio,326,1.9,61.0,9.2,fatsecret
3595,"Musli z Owocami ",GoBio,328,3.1,60.2,9.6,fatsecret
3596,Ciecierzyca,GoBio,324,5.8,34.7,20.3,fatsecret
3597,"Muesli With Fruits",GoBio,328,3.1,60.2,9.6,fatsecret
3598,"Jogurt Naturalny Gobio",GoBio,75,3.8,4.7,5.0,fatsecret
3599,"Sok Jabłkowy",GoBio,44,0.0,10.0,0.0,fatsecret
3600,"Sok Jabłkowy",GoBio,44,0.0,10.0,0.0,fatsecret
3601,"Kasza Kuskus",GoBio,347,2.3,67.0,13.0,fatsecret
3602,"Corn Puffs Banana",GoBio,558,36.0,54.0,4.3,fatsecret
3603,"Zielona Soczewica",GoBio,304,2.3,36.4,22.9,fatsecret
3604,"Ekologiczna Suszona Aronia w Proszku",GoBio,285,2.7,49.0,5.9,fatsecret
3605,"Przecier Pomidorowy",GoBio,26,0.0,4.4,1.0,fatsecret
3606,"Musli 5 Zbóż z Amarantusem",GoBio,339,3.4,60.5,11.5,fatsecret
3607,"Wafle Kukurydziane z Solą Morską",GoBio,386,1.2,86.0,6.9,fatsecret
3608,"Sos Pomidorowy",GoBio,48,1.4,7.3,1.0,fatsecret
3609,"Corn Puffs Vanilla",GoBio,545,32.0,59.0,3.7,fatsecret
3610,"Jerusalem Artichoke",GoBio,230,1.0,9.0,12.0,fatsecret
3611,"Chrupki Kukurydziane o Smaku Bananowym",GoBio,558,36.0,54.0,4.3,fatsecret
3612,"Sok Pomarańczowy",GoBio,43,0.5,9.7,0.7,fatsecret
3613,"Serek Kanapkowy Śmietankowy z Ziołami",Goldessa,241,23.0,3.5,4.5,fatsecret
3614,"Serek Twarogowy do Smarowania ",Goldessa,247,23.7,2.9,5.4,fatsecret
3615,"Serek Wiejski Light",Goldessa,77,2.4,2.8,11.0,fatsecret
3616,"Serek Twarogowy ze Szczypiorkiem",Goldessa,358,33.6,4.0,9.7,fatsecret
3617,"Serek Twarogowy z Papryką",Goldessa,232,20.8,5.8,5.3,fatsecret
3618,"Serek Kanapkowy Lekki",Goldessa,99,4.0,3.3,12.0,fatsecret
3619,"Serek Twarogowy z Pieprzem",Goldessa,334,31.2,3.4,9.8,fatsecret
3620,"Danish Blue",Goldessa,431,42.0,0.0,13.0,fatsecret
3621,"Serek Twarogowy z Migdałami i Sokiem z Ananasa",Goldessa,382,28.5,21.2,9.6,fatsecret
3622,"Ser Twarogowy do Smarowania",Goldessa,97,5.0,3.3,9.5,fatsecret
3623,"Cream Cheese Classic",Goldessa,247,23.7,2.9,5.4,fatsecret
3624,"Vitelle Fit ",Goody,371,3.2,75.7,7.0,fatsecret
3625,"Honey Flakes",Goody,368,3.5,76.3,6.7,fatsecret
3626,"Błonnik",Goody,371,2.9,62.0,13.3,fatsecret
3627,"Płatki ",Goody,385,2.9,77.9,8.6,fatsecret
3628,"Choco Shells ",Goody,385,2.9,77.9,8.6,fatsecret
3629,"Corn Flakes",Goody,384,1.9,82.0,8.5,fatsecret
3630,"Morning Nougat Pillows",Goody,465,17.3,70.0,5.7,fatsecret
3631,"Honey Loops ",Goody,374,2.2,77.8,7.6,fatsecret
3632,"Musli Morning Breakfast",Goody,373,6.4,62.0,11.5,fatsecret
3633,"Choco Balls",Goody,376,2.7,75.7,8.7,fatsecret
3634,"Magic Dots",Goody,390,3.9,78.6,7.5,fatsecret
3635,"Kuleczki Zbożowe",Goody,381,2.2,81.6,7.3,fatsecret
3636,"Morning Vanilla Pillows",Goody,455,16.3,70.0,6.0,fatsecret
3637,"Vitte Duo z Wiśniami",Goody,396,5.4,76.0,8.0,fatsecret
3638,"Mus Owocowy Jabłko Gruszka",Grand,59,0.5,13.0,0.5,fatsecret
3639,"Pomarańczowy Nektar",Grand,20,0.5,4.5,0.5,fatsecret
3640,"Banan Nektar ",Grand,31,0.5,7.0,0.5,fatsecret
3641,"Nektar z Czarnej Porzeczki",Grand,12,0.0,3.0,0.5,fatsecret
3642,"Złote Smoothie z Dodatkiem Soku z Imbiru ",Grand,52,0.5,11.0,0.5,fatsecret
3643,"Smoothie z Nasionkami Kiwi",Grand,47,0.2,9.5,0.6,fatsecret
3644,"Daily Plan Step 1",Grand,55,0.5,11.0,0.7,fatsecret
3645,Zachcianka,Grand,54,0.5,12.0,0.5,fatsecret
3646,"Chia Jabłko Ananas ",Grand,52,0.8,9.8,0.8,fatsecret
3647,"Daily Plan Step 4 Zachcianka",Grand,54,0.5,12.0,0.5,fatsecret
3648,"Sok Pomidorowy ",Grand,17,0.5,3.5,0.5,fatsecret
3649,"Cevapcici w Stylu Bałkańskim",Grill&Fun,244,19.0,0.5,17.0,fatsecret
3650,"Steki z Kurczaka w Marynacie",Grill&Fun,144,7.8,1.9,16.0,fatsecret
3651,"Hamburgery Wołowe",Grill&Fun,216,15.0,0.0,19.0,fatsecret
3652,"Burger Wołowy w Stylu Amerykańskim",Grill&Fun,234,18.0,5.1,12.0,fatsecret
3653,"Stek Wołowy w Marynacie z Kolorowym Pieprzem",Grill&Fun,112,4.4,0.7,17.0,fatsecret
3654,"Karkówka w Marynacie z Papryką Wędzoną",Grill&Fun,208,16.0,0.7,15.0,fatsecret
3655,"Polędwiczki z Kurczaka",Grill&Fun,87,1.8,0.6,17.0,fatsecret
3656,"Karkówka Wieprzowa w Marynacie Majerankowo-Czosnkowej",Grill&Fun,234,20.0,0.5,13.0,fatsecret
3657,"Kiełbaski Cienkie Grillowe",Grill&Fun,236,20.0,0.5,13.0,fatsecret
3658,"Sos Żurawinowy",Grill&Fun,143,0.3,34.7,0.1,fatsecret
3659,"Kaszanka z Wątróbką",Grill&Fun,213,13.0,11.0,13.0,fatsecret
3660,"Skrzydła Z Kurczaka",Grill&Fun,183,11.0,3.8,17.0,fatsecret
3661,"Boczek w Marynacie z Papryką Wędzoną",Grill&Fun,347,32.7,2.0,11.2,fatsecret
3662,"Szaszłyk z Mięsa z Nogi Kurczaka z Cebulą i Boczkiem",Grill&Fun,121,6.2,2.9,13.0,fatsecret
3663,"Polędwiczka Wieprzowa w Marynacie Miód-BBQ",Grill&Fun,101,3.1,3.2,15.0,fatsecret
3664,"Szaszłyki z Indyka",Grill&Fun,85,1.0,1.0,18.0,fatsecret
3665,Camembert,Grill&Fun,363,32.0,1.8,17.0,fatsecret
3666,"Kiełbasa Śląska Extra",Grill&Fun,264,22.0,0.8,15.0,fatsecret
3667,"Szaszłyki Drobiowe w Marynacie Curry",Grill&Fun,112,5.1,1.0,15.0,fatsecret
3668,"Kiełbaski Wieprzowe Paprykowe",Grill&Fun,285,25.0,1.3,14.0,fatsecret
3669,"Sos Słodko-Kwaśny",Grill&Fun,155,1.0,35.3,0.3,fatsecret
3670,Bratwurst,Grill&Fun,277,24.0,1.0,14.1,fatsecret
3671,"Kiełbaski Drobiowo-Wieprzowe z Cebulką",Grill&Fun,161,9.0,2.0,18.0,fatsecret
3672,"Tofu Gyros",Grill&Fun,128,7.5,3.0,12.0,fatsecret
3673,"Sznycel z Fileta",Grill&Fun,145,6.1,1.2,21.0,fatsecret
3674,"Kiełbaski z Serem i Chilli",Grill&Fun,340,30.0,2.5,15.0,fatsecret
3675,"Kiełbaski Białe Parzone",Grill&Fun,275,23.4,0.6,16.0,fatsecret
3676,"Kiełbaski Chorizo",Grill&Fun,290,25.0,1.2,15.0,fatsecret
3677,"Sznycel z Kurczaka w Marynacie Paprykowej ",Grill&Fun,134,6.1,0.6,18.0,fatsecret
3678,"Kiełbaski z Boczkiem",Grill&Fun,275,23.0,3.0,14.0,fatsecret
3679,"Kiełbasa Premium z Kurczaka",Grill&Fun,191,13.0,0.5,18.0,fatsecret
3680,"Tofu w Marynacie Cebulowej",Grill&Fun,123,7.0,3.0,12.0,fatsecret
3681,"Sery z Sosem Żurawinowym ",Grill&Fun,294,20.0,2.0,25.0,fatsecret
3682,"Kiełbasa Śląska z Kurczaka ",Grill&Fun,187,13.0,1.6,16.0,fatsecret
3683,"Keftedes z Indyka z Serem i Papryką",Grill&Fun,131,7.3,1.3,15.0,fatsecret
3684,"Ajvar Łagodny",Grill&Fun,90,4.6,11.1,1.0,fatsecret
3685,"Groszek ",Groszek,77,0.5,8.6,5.6,fatsecret
3686,Konserwowy,Groszek,75,0.8,8.7,5.5,fatsecret
3687,"Groszek Ptysiowy",Groszek,497,29.5,41.6,16.5,fatsecret
3688,"Dżem Czarna Porzeczka ",Groszek,140,0.0,33.0,0.0,fatsecret
3689,"Nektar Marchew-Jabłko-Banan",Groszek,40,0.5,8.5,0.5,fatsecret
3690,"Dżem Wiśniowy ",Groszek,139,0.0,34.0,0.0,fatsecret
3691,"Płatki Owsiane Górskie",Groszek,363,5.7,60.0,13.0,fatsecret
3692,"Orzeszki Ziemne Smażone",Groszek,610,50.0,11.0,25.0,fatsecret
3693,"Marmolada Wieloowocowa",Groszek,251,0.0,60.0,0.0,fatsecret
3694,"Łódeczki Ziemniaczane","Harvest Basket",128,3.5,20.2,2.6,fatsecret
3695,"Frytki z Batatów","Harvest Basket",148,4.6,23.1,2.1,fatsecret
3696,"Frytki Długie Cienkie","Harvest Basket",135,3.2,23.0,2.4,fatsecret
3697,"Frytki Proste","Harvest Basket",135,4.2,21.0,2.5,fatsecret
3698,"Kuleczki Ziemniaczane","Harvest Basket",171,5.5,26.5,2.5,fatsecret
3699,Frytki,"Harvest Basket",174,6.0,26.0,2.7,fatsecret
3700,"Frytki do Piekarnika lub Frytkownicy","Harvest Basket",147,4.0,24.0,2.6,fatsecret
3701,"Frytki Karbowane","Harvest Basket",129,4.2,19.1,2.0,fatsecret
3702,"Potato Wedges","Harvest Basket",143,6.0,18.0,3.0,fatsecret
3703,"Steakhouse Frytki","Harvest Basket",131,4.0,20.9,2.4,fatsecret
3704,"Pommes Frites","Harvest Basket",165,5.5,25.0,2.5,fatsecret
3705,"Frytki ze Słodkich Ziemniaków","Harvest Basket",142,6.8,16.5,1.9,fatsecret
3706,"Jumbo Frytki Proste Chrupiące","Harvest Basket",128,2.5,23.1,2.6,fatsecret
3707,"Mini Rösti","Harvest Basket",182,9.1,21.0,2.5,fatsecret
3708,"Potato Dippers","Harvest Basket",153,5.0,24.0,2.0,fatsecret
3709,"Kęski Ziemniaczane","Harvest Basket",182,9.1,21.0,2.5,fatsecret
3710,Popcorn,Helio,333,4.9,54.0,11.0,fatsecret
3711,"Orzechy Nerkowca",Helio,587,45.0,24.0,20.0,fatsecret
3712,"Płatki Migdałowe",Helio,628,54.5,3.3,27.0,fatsecret
3713,"Mieszanka Studencka",Helio,485,30.0,35.0,15.0,fatsecret
3714,"Popcorn Solony",Helio,394,17.0,46.0,8.9,fatsecret
3715,"Morwa Biała Suszona",Helio,370,4.0,76.0,3.8,fatsecret
3716,"Żurawina Suszona",Helio,286,0.7,56.0,0.5,fatsecret
3717,"Orzeszki Ziemne",Helio,580,46.0,12.0,26.0,fatsecret
3718,"Orzechy Brazylijskie",Helio,693,67.0,4.2,14.0,fatsecret
3719,"Orzechy Laskowe",Helio,656,61.0,6.7,15.0,fatsecret
3720,"Imbir Kandyzowany",Helio,360,0.0,89.0,0.0,fatsecret
3721,"Mix Orzechowy ",Helio,649,59.0,9.6,16.0,fatsecret
3722,Sezam,Helio,656,60.0,2.1,23.0,fatsecret
3723,"Pestki Dyni",Helio,568,44.0,3.9,34.0,fatsecret
3724,"Żurawina",Helio,293,0.35,70.0,0.1,fatsecret
3725,"Popcorn o Smaku Maślanym",Helio,391,17.0,46.0,8.9,fatsecret
3726,"Migdały Blanszowane",Helio,632,55.0,3.3,27.0,fatsecret
3727,"Daktyle Suszone",Helio,289,0.5,65.0,2.0,fatsecret
3728,"Masa Makowa z Bakaliami",Helio,233,9.7,29.0,4.6,fatsecret
3729,"Orzechy Włoskie",Helio,666,60.0,12.0,16.0,fatsecret
3730,"Słonecznik Łuskany",Helio,618,52.0,12.0,21.0,fatsecret
3731,"Rodzynki Sułtańskie",Helio,317,0.8,73.0,2.8,fatsecret
3732,"Fistaszki ",Helio,581,46.0,12.0,26.0,fatsecret
3733,"Figi Suszone",Helio,311,1.2,65.0,3.6,fatsecret
3734,"Mango Suszone",Helio,359,0.5,86.0,1.2,fatsecret
3735,"Śliwki Suszone",Helio,245,0.5,53.0,2.3,fatsecret
3736,"Morele Suszone Miękkie",Helio,241,0.5,52.0,3.1,fatsecret
3737,"Masa Krówkowa Kajmak",Helio,271,4.6,52.0,5.1,fatsecret
3738,"Prażone Orzechy Laskowe ",Helio,706,69.0,1.0,16.0,fatsecret
3739,"Popcorn bez Tłuszczu i Soli",Helio,334,4.9,54.0,11.0,fatsecret
3740,"Miechunka Suszona ",Helio,307,5.6,44.0,6.6,fatsecret
3741,"Popcorn Karmelowy z Cynamonem",Helio,458,20.0,63.0,3.9,fatsecret
3742,"Orzechy Pinii",Helio,611,51.0,14.0,24.0,fatsecret
3743,"Orzechy Makadamia",Helio,753,76.0,5.0,7.9,fatsecret
3744,"Wiórki Kokosowe",Helio,657,63.0,5.9,5.6,fatsecret
3745,Rodzynki,Helio,296,2.3,63.3,2.3,fatsecret
3746,"Migdały Solone Prosto z Pieca",Helio,598,52.0,7.5,20.0,fatsecret
3747,"Sezam Łuskany",Helio,656,60.0,2.1,23.0,fatsecret
3748,"Bakalie Kibica",Helio,458,26.0,46.0,6.4,fatsecret
3749,"Orzechy Pekan",Helio,721,72.0,4.3,9.2,fatsecret
3750,"Jackfruit Suszony",Helio,417,12.0,66.0,6.6,fatsecret
3751,"Morele Suszone",Helio,283,0.6,62.0,3.6,fatsecret
3752,"Ananasy Kandyzowane Kolorowe",Helio,326,0.0,80.0,0.0,fatsecret
3753,"Mieszanka Pestek Dyni i Słonecznika z Orzechami Pinii",Helio,499,43.0,8.4,18.0,fatsecret
3754,"Daktyle So Soft",Helio,301,0.5,69.0,2.9,fatsecret
3755,"Mix Orzechowo-Owocowy",Helio,482,29.9,39.2,10.7,fatsecret
3756,"Masa Krówkowa",Helio,279,5.5,52.0,5.5,fatsecret
3757,"Migdały Łuskane",Helio,595,49.0,8.0,24.0,fatsecret
3758,"Popcorn Pikantny",Helio,423,22.0,43.0,8.3,fatsecret
3759,"Czereśnie Suszone",Helio,332,0.5,77.0,3.2,fatsecret
3760,"Figi So Soft",Helio,265,0.2,55.0,3.1,fatsecret
3761,"Pestki Dyni Pieczone",Helio,563,44.0,3.9,34.0,fatsecret
3762,"Skórki Pomarańczowe",Helio,314,0.0,76.0,0.0,fatsecret
3763,"Mieszanka Keksowa",Helio,292,0.5,68.0,1.4,fatsecret
3764,Kutia,Helio,257,6.6,41.0,4.6,fatsecret
3765,"Masa Orzechowa z Kawałkami Orzeszków",Helio,391,19.0,43.0,11.0,fatsecret
3766,"Mix Sałatkowy Italia",Helio,499,43.0,8.4,18.0,fatsecret
3767,"Śliwki So Soft",Helio,220,0.5,48.0,2.0,fatsecret
3768,Hit,Hit,499,24.0,64.0,5.9,fatsecret
3769,"Ser Mozarella Tarty","Hofburger ",319,24.0,2.8,23.0,fatsecret
3770,Camembert,"Hofburger ",280,22.0,0.5,20.0,fatsecret
3771,"Ser Gouda","Hofburger ",361,29.0,0.1,25.0,fatsecret
3772,"Harzer Minis","Hofburger ",121,0.5,0.0,29.0,fatsecret
3773,"Gouda Cremig Mild","Hofburger ",277,17.0,0.1,31.0,fatsecret
3774,"Serek Kremowy Śmietankowy","Hofburger ",252,25.0,3.0,4.5,fatsecret
3775,Ser,"Hofburger ",121,0.5,0.0,29.0,fatsecret
3776,"Ser Kozi","Hofburger ",380,32.0,0.1,23.0,fatsecret
3777,"Junger Gouda","Hofburger ",370,30.0,0.0,25.0,fatsecret
3778,"Ser Edamer ","Hofburger ",311,23.0,0.1,26.0,fatsecret
